BENCH: vgg13
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), std Ansor-1, tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k, p-value
0, 0.00449614, 0.00000706, 78.78, 84.98, 29, 0.00720439, 0.00000026, 6.20,  1, 0.00025352, 0.00000056, 6349.06, 1024, 1.60, 0.06, 0.07, 74.71, 0.00000000
1, 0.00030253, 0.00000016, 70.79, 76.99, 37, 0.00099079, 0.00000005, 6.20,  1, 0.00024504, 0.00000106, 6349.06, 1024, 3.27, 0.81, 0.08, 82.47, 0.00000018
2, 0.00026120, 0.00000001, 8.12, 14.32, 11, 0.00026120, 0.00000001, 6.20,  1, 0.00004822, 0.00000000, 1190.45, 192, 1.00, 0.18, 0.43, 83.15, 0.00000000
3, 0.00000349, 0.00000000, 10.41, 16.61, 11, 0.00000349, 0.00000000, 6.20,  1, 0.00000349, 0.00000000, 372.02, 60, 1.00, 1.00, 0.37, 22.40, 0.03199132
4, 0.00094444, 0.00000004, 14.76, 20.96, 13, 0.00094444, 0.00000004, 6.20,  1, 0.00011845, 0.00000027, 5952.24, 960, 1.00, 0.13, 0.30, 283.97, 0.00000000
5, 0.00104914, 0.00000070, 21.57, 27.77, 23, 0.00123941, 0.00000356, 6.20,  1, 0.00011877, 0.00000024, 3174.53, 512, 1.18, 0.11, 0.22, 114.33, 0.00000000
6, 0.00080439, 0.00000082, 21.10, 27.30, 24, 0.00294878, 0.00000041, 6.20,  1, 0.00008762, 0.00000015, 2380.90, 384, 3.67, 0.11, 0.23, 87.23, 0.00000000
7, 0.00001115, 0.00000000, 10.78, 16.98, 11, 0.00001115, 0.00000000, 6.20,  1, 0.00001115, 0.00000000, 372.02, 60, 1.00, 1.00, 0.37, 21.91, 1.00000000
8, 0.00110694, 0.00001841, 91.70, 97.90, 43, 0.00241829, 0.00000009, 6.20,  1, 0.00002408, 0.00000004, 793.63, 128, 2.18, 0.02, 0.06, 8.11, 0.00000013
9, 0.00335797, 0.00000008, 59.37, 65.57, 11, 0.00335797, 0.00000008, 6.20,  1, 0.00048441, 0.00000117, 11904.49, 1920, 1.00, 0.14, 0.09, 181.56, 0.00000000
10, 0.00001502, 0.00000028, 11.99, 18.19, 16, 0.00001926, 0.00000003, 6.20,  1, 0.00000336, 0.00000000, 396.82, 64, 1.28, 0.22, 0.34, 21.81, 0.00000049
11, 0.00535304, 0.00000048, 64.82, 71.02, 15, 0.00535304, 0.00000048, 6.20,  1, 0.00026282, 0.00000061, 6745.88, 1088, 1.00, 0.05, 0.09, 94.98, 0.00000000
12, 0.00316052, 0.00000168, 183.74, 189.94, 35, 0.00342685, 0.00000039, 6.20,  1, 0.00023019, 0.00000071, 5952.24, 960, 1.08, 0.07, 0.03, 31.34, 0.00000000
13, 0.00000260, 0.00000000, 9.06, 15.26, 11, 0.00000260, 0.00000000, 6.20,  1, 0.00000215, 0.00000000, 372.02, 60, 1.00, 0.83, 0.41, 24.38, 0.00000001
14, 0.00000416, 0.00000000, 10.32, 16.52, 13, 0.00000416, 0.00000000, 6.20,  1, 0.00000415, 0.00000000, 396.82, 64, 1.00, 1.00, 0.38, 24.02, 0.00151143
15, 0.00095342, 0.00000062, 23.65, 29.85, 11, 0.00095342, 0.00000062, 6.20,  1, 0.00014532, 0.00000031, 3968.16, 640, 1.00, 0.15, 0.21, 132.93, 0.00000000
16, 0.00253696, 0.00000125, 20.85, 27.05, 15, 0.00253696, 0.00000125, 6.20,  1, 0.00019483, 0.00000050, 4761.79, 768, 1.00, 0.08, 0.23, 176.01, 0.00000000
17, 0.00002138, 0.00000005, 8.54, 14.74, 11, 0.00002138, 0.00000005, 6.20,  1, 0.00002106, 0.00000001, 372.02, 60, 1.00, 0.99, 0.42, 25.24, 0.00078494
18, 0.00000520, 0.00000000, 6.71, 12.91, 2, 0.00000520, 0.00000000, 6.20,  1, 0.00000260, 0.00000000, 372.02, 60, 1.00, 0.50, 0.48, 28.81, 0.00000000
